"host","date_stamp","type","cpu","device","r_s","w_s","rsec_s","wsec_s","avgqu-sz","await","svctm","util_pct"
"dm02cel01","12.02.29.1101.50","D","1.52","sda","2.77","26.40","1.6","0.6","0.09","26.97","1.81","5.28" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdb","2.64","26.17","1.6","0.6","0.46","40.16","1.47","4.23" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdc","2.11","19.01","1.6","0.4","0.29","13.73","1.68","3.56" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdd","2.13","18.16","1.6","0.4","0.48","23.85","1.24","2.52" 
"dm02cel01","12.02.29.1101.50","D","1.52","sde","2.15","18.12","1.6","0.4","0.61","30.07","1.27","2.57" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdf","2.17","18.83","1.6","0.5","0.17","41.58","1.81","3.80" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdg","2.16","18.35","1.6","0.4","0.52","25.47","1.30","2.68" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdh","2.15","18.29","1.6","0.5","0.52","25.33","1.29","2.64" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdi","2.14","18.28","1.6","0.4","0.60","29.30","1.37","2.79" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdj","2.13","18.39","1.6","0.4","0.62","30.38","1.37","2.80" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdk","2.14","18.93","1.6","0.5","0.11","38.47","1.74","3.67" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdl","2.14","18.99","1.6","0.5","0.18","41.50","1.44","3.04" 
"dm02cel01","12.02.29.1101.50","D","1.52","sdm","0.25","0.00","0.0","0.0","0.00","1.41","1.35","0.03" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdn","19.69","7.28","0.5","0.1","0.02","0.66","0.28","0.75" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdo","19.67","7.29","0.5","0.1","0.02","0.67","0.28","0.75" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdp","19.70","7.29","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdq","19.68","7.29","0.5","0.1","0.02","0.66","0.28","0.75" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdr","19.38","6.45","0.5","0.1","0.02","0.67","0.28","0.72" 
"dm02cel01","12.02.29.1101.50","F","1.52","sds","19.32","6.40","0.5","0.1","0.02","0.68","0.28","0.72" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdt","19.69","7.30","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdu","19.71","7.31","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdv","19.71","7.29","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdw","19.71","7.29","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdx","19.71","7.32","0.5","0.1","0.02","0.66","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdy","20.64","7.28","0.5","0.1","0.02","0.66","0.28","0.79" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdz","19.70","7.31","0.5","0.1","0.02","0.67","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdaa","19.70","7.31","0.5","0.1","0.02","0.68","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdab","19.70","7.30","0.5","0.1","0.02","0.66","0.28","0.76" 
"dm02cel01","12.02.29.1101.50","F","1.52","sdac","21.14","7.31","0.5","0.1","0.02","0.66","0.29","0.82" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sda","0.00","8.98","0.0","0.1","0.01","0.91","0.04","0.04" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdb","0.00","9.38","0.0","0.1","0.01","0.91","0.06","0.06" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdc","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sde","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdf","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdg","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdh","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdi","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdj","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdk","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdl","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","D","0.0799999999999983","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdn","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sds","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdz","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdab","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1101.55","F","0.0799999999999983","sdac","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sda","0.00","3.60","0.0","0.1","0.00","0.06","0.06","0.02" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdb","0.00","3.60","0.0","0.1","0.00","0.06","0.06","0.02" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdc","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sde","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdf","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdg","0.00","0.20","0.0","0.0","0.00","1.00","1.00","0.02" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdh","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdi","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdj","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdk","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdl","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","D","0.109999999999999","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdn","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sds","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdz","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdab","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.00","F","0.109999999999999","sdac","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sda","0.00","3.60","0.0","0.1","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdb","0.00","3.80","0.0","0.1","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdc","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sde","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdf","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdg","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdh","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdi","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdj","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdk","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdl","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","D","0.659999999999997","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdn","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sds","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdz","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdab","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.05","F","0.659999999999997","sdac","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sda","0.00","12.40","0.0","0.1","0.04","2.85","2.06","2.56" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdb","0.00","12.40","0.0","0.1","0.01","0.94","0.13","0.16" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdc","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sde","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdf","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdg","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdh","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdi","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdj","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdk","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdl","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","D","0.569999999999993","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdn","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sds","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdz","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdab","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.10","F","0.569999999999993","sdac","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sda","0.00","4.20","0.0","0.1","0.00","0.10","0.10","0.04" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdb","0.00","4.60","0.0","0.1","0.00","0.09","0.09","0.04" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdc","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdd","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sde","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdf","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdg","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdh","0.00","0.80","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdi","0.00","0.20","0.0","0.0","0.00","1.00","1.00","0.02" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdj","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdk","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdl","0.00","0.60","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","D","0.120000000000005","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdn","0.00","0.20","0.0","0.0","0.00","1.00","1.00","0.02" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sds","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdz","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdab","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.15","F","0.120000000000005","sdac","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sda","0.00","5.00","0.0","0.1","0.00","0.12","0.04","0.02" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdb","0.00","5.20","0.0","0.1","0.00","0.12","0.04","0.02" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdc","0.00","0.60","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sde","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdf","0.00","1.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdg","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdh","0.00","0.80","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdi","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdj","0.00","0.60","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdk","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdl","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","D","0.019999999999996","sdm","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdn","0.00","0.40","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdo","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdp","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdq","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdr","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sds","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdt","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdu","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdv","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdw","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdx","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdy","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdz","0.00","0.80","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdaa","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdab","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.20","F","0.019999999999996","sdac","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sda","0.00","21.00","0.0","0.2","0.03","1.52","0.03","0.06" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sdb","0.00","21.20","0.0","0.2","0.03","1.58","0.03","0.06" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sdc","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sdd","0.00","0.00","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sde","0.00","0.20","0.0","0.0","0.00","0.00","0.00","0.00" 
"dm02cel01","12.02.29.1102.25","D","0.0799999999999983","sdf","0.00","0.60","0.0","0.0","0.00","0.00","0.00","0.00" 
